@Laotian (romanized)@|@English@
@nea peun@|@guess@
@nea say@|@aim at@
@nea thea@|@true@
@nea thea@|@indeed@
@nea thea@|@quite@
@nea thea soud cha rid@|@bona fide@
@nea thea soud cha rid@|@in good faith@
@nea xad@|@clear@
@nea xad@|@obvious@
@neb@|@to jab@
@neb@|@insinuate@
@neb say@|@to insert@
@neb za@|@beribert@
@nei la khoun@|@Ingratitude@
@nei la khoun@|@ungrateful@
@nei ra khoun@|@exile@
@nei ra khoun@|@ingratiful@
@neid@|@eye@
@neid kho chon@|@visibility@
@nein@|@Buddhist novice@
@neir@|@butter@
@neir khaeng@|@cheese@
@nek@|@to press@
@nèn@|@press on@
@nèn@|@insist@
@nèn@|@press tight@
@nèn@|@stress@
@nèn@|@emphasize@
@nèn@|@novice@
@nèn chung va@|@scan@
@nèn long@|@press down tightly@
@nèn sieng@|@stress@
@nèn sieng@|@emphasize@
@neng@|@stretcj@
@neng@|@go straight ahead@
@neng@|@to move@
@nēng@|@tighten@
@nēng@|@tauten@
@neng ting@|@to move@
@neua@|@be contiguous to@
@neua@|@verbose@
@neua@|@meat@
@neua@|@flesh@
@neua chaeb@|@tight tissue@
@neua di:@|@fine@
@neua di:@|@good texture@
@neua farn@|@venison@
@neua haeng@|@dried meat@
@neua han@|@firm flesh@
@neua har@|@important subject@
@neua ka pong@|@canned meat@
@neua kae@|@mutton@
@neua kai@|@the body@
@neua karm@|@muscle@
@neua kham@|@gist@
@neua khou@|@person destined to be one's spouse@
@neua khuainh@|@buffalo meat@
@neua khuam@|@details@
@neua khuam@|@gist@
@neua khuam@|@content@
@neua kuang@|@venison@
@neua leuang@|@theme@
@neua leuang@|@subject@
@neua leuang@|@gist@
@neua mar@|@horse meat@
@neua mou@|@pork@
@neua nay@|@insides@
@neua nay@|@meat of something@
@neua nay chay khuam@|@details@
@neua nay khuam vaow@|@the maion points@
@neua ngua@|@beef@
@neua ngua@|@veal@
@neua ngua noy@|@veal@
@neua noum@|@soft meal@
@neua nung@|@body@
@neua nung@|@carnation@
@neua par@|@wild animal@
@neua phar@|@body or texture of cloth@
@neua sod@|@fresh meat@
@neua thae@|@heart of a matter@
@neua thae@|@genuine@
@neua thae@|@true@
@neua thi:@|@area@
@neua thi:@|@surface@
@neua yang@|@smoked meat@
@neuang@|@be constant@
@neuang@|@regular@
@neuang@|@be connected with@
@neuang@|@be connected with@
@neuang@|@pertain to@
@neuang@|@concerning@
@neuang chark@|@due to@
@neuang chark@|@because of@
@neuang dauy@|@due to@
@neuang dauy@|@in connection with@
@neuang dauy@|@according to@
@neuang dauy@|@owing to@
@neuang dauy@|@because of@
@neuang dauy heid phon song pa karn@|@for two reasons@
@neuang nay@|@on the occasion of@
@neuang neuang@|@regularly@
@neuang neuang@|@often@
@neuang neuang@|@frequently@
@neuang neuang@|@frequently@
@neuang neuang@|@often@
@neuang nid@|@constantly@
@neuang nid@|@continually@
@neuang nid@|@often@
@neuang nid@|@always@
@neuang nong@|@constantly@
@neuang nong@|@pouring@
@neuk@|@think@
@neuk@|@feel@
@neuk ai@|@feel ashamed@
@neuk ao@|@think@
@neuk ao@|@suppose that@
@neuk bor ork@|@can't think of@
@neuk boung hai di:@|@think carefully@
@neuk boung hai di:@|@consider well@
@neuk boung kon@|@think it over@
@neuk day@|@call to mind@
@neuk har@|@think to@
@neuk hark@|@feel love for@
@neuk kau@|@feel afraid@
@neuk keid@|@feel hatred@
@neuk kheuan mar@|@recolled@
@neuk kheuan mar@|@call to mind@
@neuk khid@|@think@
@neuk khid@|@reflect on@
@neuk ork@|@recall@
@neuk ork@|@recollect@
@neuk ork@|@think of@
@neuk paek chay@|@wonder@
@neuk song say@|@feel suspicion or doubt@
@neuk thoung@|@think of@
@neuk var@|@think that@
@neuk vung@|@hope for@
@neuk yark@|@feel like@
@neuk yark day@|@feel like having@
@neuk yarn@|@feel afraid@
@neuk yu hay chay@|@feel in one's heart@
@neung@|@single@
@neung@|@one@
@neung@|@the number one@
@neung@|@one (1)@
@neung@|@be slanted@
@neung@|@to lean@
@neung bor mi: song@|@unique@
@neung diew@|@only one@
@neung hua long@|@bow the head@
@neung nay sarm@|@one out of three@
@neung theua@|@once@
@nga@|@open@
@nga@|@spread apart@
@nga@|@tusk@
@nga@|@ivory@
@nga mai@|@tree branch@
@ngaap ngaep@|@pant@
@ngae@|@detach@
@ngae@|@tooth@
@ngae@|@canine tooth@
@ngae@|@corner a jutting protuberance@
@ngae ngon@|@ruse@
@ngae ngon@|@trick@
@ngaea@|@to take off@
@ngaem@|@open a little@
@ngaem phu@|@forked@
@ngaem phu@|@small crab claw@
@ngaen@|@bend backward@
@ngaen@|@bent backward@
@ngaen@|@hungry@
@ngaen@|@thirsty@
@ngaen@|@to crave@
@ngaen ngae@|@similar to the music of the khene@
@ngaep@|@small roof@
@ngaep@|@portico@
@ngaev@|@a game in which success goes to the one who can throw the Lao harmonica@
@ngaev@|@Burmese Shan people@
@ngai@|@dusty@
@ngai@|@power@
@ngai@|@pry open@
@ngai@|@open by force@
@ngak ngaen@|@conulsion@
@ngak ngak@|@with the head constantly nodding@
@ngam@|@cobver@
@ngam@|@cover with a lid@
@ngam@|@conceal@
@ngam@|@black@
@ngam@|@cloudy(as before a storm)@
@ngam@|@sharply curved@
@ngam@|@beautiful@
@ngam@|@fork of a tree@
@ngam@|@bush whoes fruit is edible@
@ngam ad@|@pretty@
@ngam ad@|@beautiful@
@ngam ad lat@|@beauty characterized by fair skin@
@ngam ad lat@|@a lovely body which is tall and well-proportioned@
@ngam am tham@|@beauty characterized by a dark complexion@
@ngam i li@|@really beautiful@
@ngam i li@|@really beautiful@
@ngam kham@|@pretty@
@ngam lerk@|@deep beauty@
@ngam lerk@|@not readily apparent@
@ngam meung@|@govern@
@ngam mor@|@cober a pot@
@ngam na@|@disgraced by the action of another@
@ngam ngaem@|@excessively@
@ngam ngaem@|@to excess@
@ngam ngon@|@graceful@
@ngam ngon@|@beautiful@
@ngam nhing@|@pretty@
@ngam nhing@|@more beautiful@
@ngam or la son@|@beauty which makes one feel like touching@
@ngam or la son@|@caressing and having@
@ngam phaen vaen@|@beauty characterized by a flat face resembling an open lotus leaf on the water@
@ngam phern vern@|@beauty characterized by a wide@
@ngam phern vern@|@round face@
@ngam phin vin@|@beauty characterized by an oval face@
@ngam phin vin@|@accompanied by good manners and character@
@ngam phoy loy@|@beauty characterized by an egg-shaped face having the color of cooked egg-white@
@ngam phu@|@crablaw@
@ngam phu nip@|@crab claw@
@ngam phut phong@|@beauty characterized by a fair skin and a well-proportioned body@
@ngam sa nga@|@having a sweet and lovable face@
@ngam sa nga@|@with good manners and character@
@ngam tang@|@artificial beauty@
@ngam teun@|@surface beauty@
@ngam teun@|@which does not go below the surface@
@ngam thae thae@|@really beautiful@
@ngam tham ma sat@|@natural beauty@
@ngam thao kan@|@have the same beauty@
@ngam thor@|@fork of a putting pole@
@ngam tin@|@jointure of the toes@
@ngam yoy@|@godlike@
@ngam yoy@|@handsome@
@ngam yoy@|@beautiful@
@ngan@|@gather together for a festival or for pleasure@
@ngan@|@work@
@ngan@|@task@
@ngan@|@job@
@ngan@|@business@
@ngan@|@party@
@ngan a di rek@|@hobby@
@ngan a di rek@|@avocation@
@ngan baet ta laet@|@odd jobs@
@ngan ban@|@household@
@ngan ban@|@house work@
@ngan bua@|@light work@
@ngan di ngern dern@|@good pay for good work@
@ngan heuan di@|@gather at the house of a dead person@
@ngan heun herng@|@party@
@ngan heun herng@|@ceremony@
@ngan kam@|@gather at an accouchement@
@ngan kam@|@night gathering for child birth@
@ngan kan@|@work@
@ngan kan@|@task@
@ngan keun heuan mai@|@housewarming party@
@ngan la ain@|@delicate or precise work@
@ngan la du nao@|@winter fair@
@ngan lat tha  tham ma noun@|@constitution fair@
@ngan leun lerng@|@party@
@ngan leun lerng@|@celebration@
@ngan luang@|@service of the state@
@ngan nak@|@heavy work@
@ngan phidaet@|@special work@
@ngan ra ti@|@night ceremony@
@ngan rat@|@work of private citizen@
@ngan rat@|@popular function@
@ngan sa long@|@celebration@
@ngan som lot@|@celebration of a wedding@
@ngan som phot@|@celebration@
@ngan sop@|@cremation@
@ngan sop@|@funeral@
@ngan suan tue@|@private business@
@ngan tit khat@|@requirement@
@ngan tua yang@|@sample@
@ngan vat@|@temple fair@
@ngan wan kert@|@birthday party@
@ngan wan ork han@|@fair@
@ngan wan sat@|@national day celebration@
@ngan yak@|@heavy labor@
@ngan yap@|@rough work@
@ngang@|@force open@
@ngang ork@|@open up@
@ngang pheun@|@cock a gun@
@ngao@|@mute@
@ngao@|@dumb@
@ngao@|@saber@
@ngao@|@shade@
@ngao@|@shadow@
@ngao@|@drk@
@ngao@|@cloudy@
@ngao kok mai@|@shade of a tree@
@ngap@|@half close@
@ngap@|@shut@
@ngap@|@open and close the mouth slowly@
@ngap ngae@|@be slightly open@
@ngap ngae@|@be closely shut@
@ngap ngang seu@|@close a book@
@ngap ngap@|@chawing fast@
@ngap ngap@|@opening and closing slowly@
@ngap or@|@snap up (in the teeth)@
@ngap pha tu@|@half close the door@
@ngap phakj@|@close one’s mouth@
@ngap phong yiam@|@close the window@
@ngap sop@|@shut up (insulting)@
@ngat@|@pry open@
@ngat@|@stop (of rain only)@
@ngat ngang@|@force open and lift the lid@
@ngav hod@|@a tree with edible  red fruit growing in clusters@
@ngav ngav@|@contorted@
@ngay@|@lunch@
@ngay@|@noon meal@
@ngay@|@easy@
@ngay@|@simple@
@ngek@|@insupportable@
@ngeng hu@|@spy@
@nger@|@dump@
@nger@|@mute@
@nger@|@voiceless@
@nger@|@stretch the head forward to see better@
@nger nga@|@awkward@
@ngerk@|@throw away from oneself@
@ngern@|@money@
@ngern@|@silver@
@ngern at@|@coin@
@ngern at@|@one hundredth of a kip or bath@
@ngern bam nan@|@pension@
@ngern bath@|@Thai currency@
@ngern deuan@|@monthly salary@
@ngern dok@|@available cash@
@ngern hae thong@|@pocket money@
@ngern haeng@|@credit(finance)@
@ngern hang@|@ancient boat-shaped bar coins@
@ngern hang@|@old silver in trough form@
@ngern hang@|@weighed 6 tamlung & 6 slung or 25 ticals@
@ngern hua khon@|@head tax@
@ngern hua lek@|@head tax@
@ngern kham kheung khong@|@wealth@
@ngern khang@|@unpaid money@
@ngern khao@|@silver money@
@ngern kip@|@the kip@
@ngern kip@|@Lao unit of currency@
@ngern lat@|@silver bar money@
@ngern leu@|@balance@
@ngern leu@|@sum remaining@
@ngern lian@|@small change@
@ngern man@|@silver piastre@
@ngern mun@|@currency@
@ngern ngoy@|@small change@
@ngern noy@|@small change@
@ngern out nun@|@subsidy@
@ngern pha kan phai@|@insurance bonus@
@ngern phay@|@ancient two-att piece@
@ngern pheung@|@one eight of a bath@
@ngern phit pak@|@bribe@
@ngern phit pak@|@hush-money@
@ngern phom@|@counterfeit money@
@ngern phon@|@credit@
@ngern phon@|@instalment on a debt@
@ngern pi@|@annual stipend paid to members of the royal family and older people@
@ngern sa leung@|@the salung@
@ngern sa leung@|@one-quarter of a ticul@
@ngern seu@|@charge account@
@ngern sin bon@|@bribe@
@ngern sot@|@cash@
@ngern souy@|@tax@
@ngern ta@|@coin@
@ngern ta tang pha thaet@|@foreign exchange@
@ngern tai@|@canceled or withdraw currency@
@ngern theun@|@capital(finance)@
@ngern ton@|@principle(finance)@
@ngern yang@|@wage; labor cost@
@ngern yiay@|@banknote@
@ngern yuang@|@white silver metal@
@ngerng@|@lift; lift an object by one side@
@ngerng deun@|@earn a salary@
@ngerp@|@lowest of a series of roofs@
@ngerp@|@as in a pagoda@
@ngery@|@lift or raise@
@ngery@|@as the head@
@ngery kheun@|@to straighten up@
@ngery long@|@straighten down@
@ngery na kheun@|@raise the head@
@ngeu ngor@|@extraordinary@
@ngeuk@|@with the head constantly nodding@
@ngeuk@|@dragon@
@ngeuk hua@|@nod the head@
@ngeum@|@bowl-shaped@
@ngeum@|@a river in Vientiane province@
@ngeum@|@the Nam Ngum@
@ngeum@|@cave@
@ngeum@|@groto@
@ngeum@|@cave@
@ngeum@|@grotto@
@ngeum khao@|@point of rock projecting over a cave entrance@
@ngeum khao@|@high jutting rocks@
@ngeum meu@|@fist; be in power of@
@ngeum ngae@|@point of rock projecting over a cave entrance@
@ngeun khay@|@condition@
@ngeun khay@|@term@
@ngeun vae la@|@time limit@
@ngeung@|@mumble@
@ngeung@|@grumble@
@ngeung@|@murmur@
@ngeut@|@extraordinary@
@ngeut@|@unusual@
@ngeut@|@brandish@
@ngeut@|@raise to strike@
@ngian@|@tilt@
@ngian@|@small container for chewing betel@
@ngian@|@avidity@
@ngian@|@addiction@
@ngiang@|@barb@
@ngiang@|@hook@
@ngiang@|@spittoon@
@ngiang@|@cuspidor@
@ngiang duk@|@the sappanwood@
@ngiang duk@|@a spiny bush@
@ngiang hu phang@|@lean to hear@
@ngiang pha@|@fin@
@ngiang pha duk@|@medicinal bush@
@ngiang yu@|@incline@
@ngiang yu@|@lean@
@ngiang yu@|@tilt@
@ngiap kip@|@perfectly quiet@
@ngiap mit@|@silent@
@ngiap sa ngat@|@perfectly quiet@
@ngiav@|@snake@
@ngiav@|@general term@
@ngik ngik@|@speech or manner indicating discontent@
@ngim@|@section of a fruit@
@ngim@|@as an orange or grapefruit@
@nging@|@a very light noise@
@ngip@|@nap@
@ngip@|@be sleepy@
@ngip@|@take a siesta@
@ngiv@|@drunk@
@ngiv@|@intoxicated@
@ngiv ban@|@tree whose fruit-pod silk is used for weaving kapok tree or cheesewood tree@
@ngiv dam@|@a black silkweed used medicinally@
@ngiv don@|@a white silkweed used medicinally@
@ngiv pha@|@wild kaok@
@ngiv pha@|@silkweed of the calcareous cliffs used medicinally@
@ngo@|@curved@
@ngo@|@bent@
@ngo@|@raise@
@ngo@|@astonishing odd@
@ngo@|@unusual@
@ngo@|@the curved end of a ridge pole@
@ngo@|@stupid@
@ngo@|@ignorant@
@ngo@|@Negrito tribe@
@ngo hua@|@raise the head@
@ngo kheun@|@raise@
@ngo ngav@|@stupid@
@ngo nge@|@precipitately@
@ngo ngev@|@a long vegetable of the gourd family@
@ngo sa@|@stupid@
@ngo sa@|@ignorant@
@ngok@|@to and fro@
@ngok@|@dishonest@
@ngok@|@greedy@
@ngok@|@grow@
@ngok@|@develop@
@ngok@|@sprout@
@ngok ngaek@|@to and fro@
@ngok ngaek@|@wobbling@
@ngok ngaek@|@sick@
@ngok ngaek@|@infirm@
@ngok ngaek@|@weak@
@ngok ngaen@|@sick@
@ngok ngaen@|@infirm@
@ngok ngam@|@prograss@
@ngok ngam@|@prosper@
@ngok ngam@|@flower@
@ngok ngern@|@avaricious@
@ngok ngok@|@walking with the head constantly nodding@
@ngom@|@a clump of tubers@
@ngom@|@block@
@ngom@|@hunt by touch@
@ngom@|@grope for@
@ngom@|@grope in the water@
@ngom@|@very tired@
@ngom@|@beret; cap@
@ngom@|@beautiful; regularly formed@
@ngom@|@very ripe@
@ngom hin@|@block of stone@
@ngom hoy@|@dive for molluscs@
@ngom hoy@|@for shell@
@ngom khay muk@|@dive for pearls@
@ngom ngaem@|@sick@
@ngom ngaem@|@infirm@
@ngom ngiv@|@grope@
@ngom pha@|@grope for fish; dive for fish@
@ngon@|@humpbacked@
@ngon@|@convex@
@ngon@|@a large piece@
@ngon@|@humpbacked; convex@
@ngon don@|@nape@
@ngon hin@|@stone block@
@ngon hor@|@cringe@
@ngon pha@|@protruding or jutting rock@
@ngon thay@|@handle of a plow@
@ngon tor@|@nape@
@ngong@|@curved@
@ngong@|@to draw (as a bow)@
@ngong@|@Confuse@
@ngong@|@wait@
@ngong@|@expect@
@ngong@|@a curved grater made of wood or metal@
@ngong ngaeng@|@zigzag@
@ngong ngaeng hing@|@soot; strings of soot@
@ngong nguay@|@astonished@
@ngong nguay@|@amazed@
@ngop@|@grouped@
@ngop@|@together@
@ngop@|@woven bamboo or palm@
@ngop ban si@|@close an account@
@ngop doun@|@balance sheet@
@ngop ngop@|@walk nonchalantly@
@ngop pha man@|@budget@
@ngor@|@the fourth consonant of the Lao alphabet@
@ngor@|@bend@
@ngor@|@curve@
@ngor@|@bow@
@ngor kha@|@bend the legs@
@ngor khaen@|@bend or flex arm@
@ngor ngaev@|@serpent cucumber@
@ngor ngon@|@seek a reconcilliation@
@ngot@|@stop@
@ngot@|@cease@
@ngot@|@a small scorpion@
@ngot ngaet@|@balance oneself (as in mud)@
@ngot ngam@|@beautiful@
@ngot ngam@|@attractive@
@ngot vaen@|@abstain@
@ngot vaen@|@refrain from@
@ngoum@|@grope@
@ngoum@|@cover@
@ngoum@|@hide with the hand; cover some part of the body with the hand@
@ngoum ngam@|@awkward; indolent@
@ngoung kheun@|@bent up@
@ngoung kheun@|@curved up@
@ngoung long@|@bent down@
@ngoung long@|@curved down@
@ngu@|@snake@
@ngu chong ang@|@king cobra@
@ngu lak ngeuk@|@grass snake@
@ngu leu or@|@python@
@ngu leum@|@boa@
@ngu ong nam@|@water grass snake@
@ngu phouk bor mi phit@|@nonvenomous snake@
@ngu phouk mi phit@|@venomous snakes@
@ngu thao@|@cobra@
@ngua@|@cattle@
@ngua@|@steer@
@ngua@|@cow@
@ngua ba@|@a steer gone wild@
@ngua in@|@the fifth son of King Borom of Laos@
@ngua liang@|@a tree with spiny branches and trunk@
@ngua mae@|@cow@
@ngua mok@|@rambutan@
@ngua mok@|@rambutan@
@ngua ngiay@|@feel sleepy@
@ngua ngiay@|@feel like sleeping@
@ngua phu@|@steer@
@ngua sang@|@bot@
@ngua tha nu@|@magie bull@
@ngua therng@|@beef@
@ngua ton@|@castrated ox, bullock@
@nguak@|@turn to see@
@nguak@|@turn the lead to see@
@nguam@|@cover with a bowl-like object; cover; conceal@
@nguam@|@covered@
@nguan@|@be pleasantly absorbed in some activity@
@nguan@|@nectar of flowers@
@nguan bae@|@goatsbane@
@nguan dok den@|@poisonous vine with red flowers@
@nguan dok khao@|@poisonous vine@
@nguan dok leung@|@poisonous vine@
@nguan mu@|@bush or vine whose wood is used medicinally against colic of children@
@nguan pherng@|@ambrosia made from honey@
@nguan tak ngay@|@a vine used for medicine@
@nguang@|@trunk@
@nguang@|@proboscis@
@nguang@|@sleepy@
@nguang buang@|@vine@
@nguang ngua@|@sad@
@nguang non@|@feel sleepy@
@nguang sang@|@elephants trunk@
@nguang sum@|@bush@
@nguang tan@|@a young bud@
@nguat@|@time@
@nguat@|@occasion@
@nguat@|@period@
@nguat nga@|@taxation@
@ngum@|@hunt by touch@
@ngun@|@green coconut jello@
@ngup ngup@|@walking with the head nodding@
@ngvak@|@turn around@
@ngvak say@|@look back@
@ngvam@|@invert@
@ngvam@|@cover with an invested bowl-shaped object@
@ni@|@to escape@
@ni@|@debt@
@nī@|@used for emphasis@
@nī bard@|@name of one of the Budhist scripture@
@ni bor phon@|@to fall to escape@
@ni jark@|@to flee from@
@nī kai@|@group@
@nī kai@|@association@
@nī kai@|@sect@
@nī khar lay@|@die@
@nī khar lay@|@perish@
@nī khod@|@large tree of the fig family@
@nī khom@|@settlement@
@nī khom@|@cooperative@
@nī khone@|@priest of a non-Buddhist religion@
@nī khor@|@squeeze@
@nī khor@|@pressure@
@nī kone@|@group@
@nī kone@|@multitude@
@nī la@|@sapphire@
@nī la@|@black@
@nī la@|@jet@
@nī lo bon@|@a pale indigo precious stone@
@nī lo bon@|@jet@
@nī mid@|@change@
@nī mid@|@transform@
@nī mid@|@superstition@
@nī mid@|@miracle@
@nī mon@|@invite (for monk)@
@nī mon theid@|@invite or engage a bonze to preach@
@nī nan@|@noisy@
@nī nhai@|@fable@
@nī nhai@|@tale@
@nī nhai@|@story@
@nī nhai@|@legend@
@nī nharm@|@definition@
@nī nhom@|@popular@
@nī nhom@|@to prefer@
@nī nhom@|@like@
@nī nhom xom xeun@|@popular@
@nī nhom xom xeun@|@be satisfied@
@nī nhord@|@sure@
@nī nhord@|@certain@
@nī nhord@|@definite@
@ni pai@|@to go away@
@ni pai@|@escape@
@nī phan@|@composition@
@nī phan@|@story@
@nī phan@|@compose@
@nī phan@|@write@
@nī phar@|@similarity@
@nī phar@|@equivalence@
@nī phard@|@constantly@
@nī phard@|@unendingly@
@nī phard tha kou son@|@regular performance of good deeds@
@nī pharn@|@die@
@nī pharn@|@enter nirvana@
@nī pharn meung keo@|@die and enter nirvanca@
@nī phid@|@elucidate@
@nī phid@|@explain@
@nī phid@|@tell@
@nī phid@|@inform@
@ni phon@|@to escape from danger@
@nī phon@|@composition@
@nī phon@|@story@
@nī ra@|@im in or un@
@nī ra@|@water@
@nī ra chon@|@moving in water@
@nī ra khod@|@quiet@
@nī ra khod@|@solitary@
@nī ra khoun@|@ungrateful@
@nī ra khoun@|@evil@
@nī ra khoun@|@without good characteristics@
@nī ra marn@|@measurement@
@nī ra marn@|@construction@
@nī ra mid@|@appear suddenly@
@nī ra mon@|@immaculate@
@nī ra mon@|@taintless@
@nī ra nard@|@echo@
@nī ra nard@|@resound@
@nī ra nha@|@hell@
@nī ra nha barn@|@ruler of helf@
@nī ra pharn@|@nirvana@
@nī ra pharn@|@die@
@nī ra phay@|@danger exemption@
@nī ra theid@|@exile@
@nī ra thord@|@punishment exemption@
@nī ra thouk@|@not poor@
@nī ra xa@|@lotus@
@nī ra xon@|@God@
@nī rab phoud@|@one followed by sixty-three@
@nī ran don@|@eternal@
@nī ran don@|@perpetual@
@nī ran ta rai@|@safe@
@nī ran ta rai@|@secure@
@nī ran ta rai@|@without danger@
@nī rar@|@leave@
@nī rar lay@|@home@
@nī rar may@|@healthy@
@nī rar mid@|@incorruptible@
@nī rar phard@|@healthy@
@nī rar say@|@nomadic@
@nī rar sob@|@banish sin@
@nī rar sob@|@without predisposition@
@nī rard@|@depart@
@nī rin@|@incombustible@
@nī rin@|@nonflammable@
@nī rin tha na phi nard@|@extinotion@
@nī rod@|@extinction nirvana@
@nī rod@|@the dead@
@nī rod tha sa mar bard@|@method of meditation leading toward extinotion of desire@
@nī roud@|@extinguished@
@nī roud ti@|@word@
@nī roud ti@|@language@
@nī roud ti pa ti sam phi thar@|@knowledge or comprehension of a language@
@nī roud ti sard@|@etymology@
@nī rouk ti sard@|@linguistics@
@nī sar@|@at night@
@nī sar@|@night time@
@nī sar bor di:@|@moon@
@nī sar chon@|@night-prowlers@
@nī sar karn@|@at dark@
@nī sar karn@|@dark time@
@nī sar khom@|@before dark@
@nī sar rard@|@moon@
@nī sar thi@|@at dusk@
@nī sar thi@|@nightfall@
@nī sar vie thi:@|@rooster@
@nī sar xon@|@fog@
@nī sar xon@|@dew@
@nī sard@|@forest dweller@
@nī sard@|@hunter@
@nī sard@|@fisherman@
@nī say@|@refuge@
@nī say@|@shelter@
@nī say@|@habitation@
@nī say chay khor@|@character@
@nī say chay khor@|@habit@
@nī si: tar@|@female undergraduate@
@nī si: tha na@|@sitting@
@nī si: tha na@|@cloth placed for a bonze to sit on@
@nī si: tha nar karn@|@sitting@
@nī sid@|@student@
@nī sid@|@undergraduate@
@nī sid kaow@|@alumnus@
@nī sid kaow@|@alumna@
@nī thard@|@example@
@nī thard@|@instance@
@nī thard sa na@|@legal evidence@
@nī tharn@|@fable@
@nī tharn@|@story@
@nī tharn@|@tale@
@nī tharn@|@fable@
@nī tharn@|@fairy story@
@nī theid@|@indication@
@nī theid@|@demonstration@
@nī thi@|@treasure@
@nī thi@|@safe for safe-guarding valuables@
@nī ti@|@good@
@nī ti@|@policy@
@nī ti@|@rule@
@nī ti@|@law@
@nī ti ban nhard@|@legislation@
@nī ti bouk kon@|@juristic person@
@nī ti heid@|@legal fact@
@nī ti heid@|@event or cause@
@nī ti kam@|@juristic act@
@nī ti karn@|@legal cause@
@nī ti karn@|@legal fact@
@nī ti kone@|@legalization@
@nī ti kone@|@centififation@
@nī ti nay@|@de jure@
@nī ti nay@|@of the law@
@nī ti nay@|@legal sense@
@nī ti phar va@|@legal competence@
@nī ti sam phan@|@legal relation@
@nī ti sard@|@law study@
@nī ti som moud@|@judgment@
@nī ti som moud@|@arbitration@
@nī ti tham@|@the principle of law@
@nī ti tham@|@jurisprudence@
@nī vad@|@return@
@nī vad@|@come back@
@nī vard@|@house@
@nī vard@|@residence@
@nī vard@|@palace@
@nī veid@|@house@
@nī veid@|@residence@
@nī veid@|@palace@
@nī vone@|@the five obstacles to the attainment of goodness@
@ni:@|@this@
@ni:@|@this@
@ni: laow@|@this particular@
@ni: laow@|@this one@
@ni: lea@|@That's it@
@ni: lea kheu@|@This is@
@ni: nar@|@Hey@
@ni: nar@|@there! Look here !@
@ni: nhom lei hen day var@|@It can be seen that@
@ni:v@|@finger@
@ni:v@|@inch@
@ni:v kang@|@middle finger@
@ni:v khear@|@nuclear@
@ni:v koy@|@little finger@
@ni:v mae meu@|@thumb@
@ni:v meu@|@finger@
@ni:v nang@|@ring finger@
@ni:v po@|@thumb@
@ni:v po@|@big toe@
@ni:v tin@|@toe@
@ni:v xi:@|@index finger@
@ni:v york@|@New York@
@nid@|@regular@
@nid@|@lasting@
@nid@|@durable@
@nid@|@law@
@nid@|@custom@
@nid cha karn@|@regularity@
@nid cha karn@|@normality@
@nid cha phad@|@food@
@nid cha phad@|@money used to buy food for a Buddhist bonze@
@nid cha sin@|@precepts by which one lives@
@nid cha sin@|@as the five precepts of Buddhism@
@nid phad tar harn@|@a constant supply of food@
@nid say@|@character@
@nid say@|@habity@
@nid say@|@custom@
@nid ta nha phod@|@perpetual practices@
@nid ta nha phod@|@observance for life@
@nid ta nha sarn@|@annals@
@nid ta nha sarn@|@public records@
@nid ta nha tharn@|@daily alms-giving@
@nid tha neang@|@be sleepy@
@nid tha neang@|@sleep soundy@
@niem@|@ornamental bush with fragrant leaves@
@niem dong@|@bush@
@niem xang@|@bush@
@nien@|@concentrate@
@nien@|@repeat@
@nien@|@grind in a mortar@
@nien@|@name of a food made by mixing cooked ground eggplant with fish sauce@
@nien man fung@|@mashed potatoes@
@nik kha@|@piece@
@nik kha@|@bar@
@nik kha@|@wedge@
@nik kha@|@ancient Indian wedge-shaped coin@
@nik kha ha@|@action pressing down@
@nik kha ha@|@pressure@
@nik kha ha@|@squeeze@
@nik kha ha kam@|@punishment inflicied on novices by a superior monk to discourage recurrence of an offese@
@nik kha hid@|@restrained@
@nik kha hid@|@held back@
@nik kha hid@|@punished@
@nim@|@tender@
@nim@|@soft@
@nim@|@gentle@
@nim mar mor ra di:@|@fifth stage of heaven@
@nim marn@|@measurement@
@nim marn@|@reparation@
@nim mua:n@|@sweet@
@nim mua:n@|@smooth@
@nim mua:n@|@melodious@
@nim mua:n@|@gentle@
@nim mua:n@|@soft@
@nin@|@sapphire@
@nin@|@dark blue@
@nin thar@|@gossip@
@nin thar@|@speak ill of@
@nin thar@|@slander@
@nin thar lab lung@|@speak ill of behind the back@
@ning@|@still@
@ning@|@motionless@
@ning@|@to suspend work to each other@
@ning na@|@shoot bow@
@ning neuk@|@pause and think@
@ning ngienb@|@keep silent@
@ning ning@|@still@
@ning none chay@|@ignore@
@ning seur@|@remain silent@
@niv@|@stone@
@no@|@yes?@
@no@|@ok?@
@No@|@inter@
@No@|@set at the end of sentence indicating friendship@
@no@|@sprout@
@no@|@shoot@
@nó:@|@swell up@
@nó: varm@|@November@
@nó:m nom@|@try to converge@
@nó:n soung@|@highland@
@noay@|@young@
@noay@|@graceful@
@noay kuad phad sa dou@|@supply control corps@
@noay nard@|@young@
@noay nard@|@graceful@
@nob@|@bow@
@nob@|@pray@
@nob nom@|@bow respectfully@
@nod@|@climbing plant@
@nod nam@|@vine@
@nom@|@bow head in respect@
@nom@|@stoop@
@nóm@|@breast@
@nóm@|@milk@
@nóm bard pheun@|@kpay homage@
@nóm bard pheun@|@prosrate oneself@
@nóm chay@|@encourage@
@nóm chid nóm chay@|@encourage@
