@English@|@Armenian@
@bay@|@Íáí³Ëáñß, Íáí³Íáó, Íáó@
@bayonet@|@ëíÇÝ@
@be@|@·áÛáõÃÛáõÝ áõÝ»Ý³É, ·ïÝí»É@
@be able@|@Ï³ñáÕ³Ý³É@
@be absent@|@µ³ó³Ï³ ÉÇÝ»É, µ³ó³Ï³Û»É, ãÉÇÝ»É@
@be admired@|@½Ù³ÛÉí»É@
@be angry@|@ã³ñ³Ý³É, ã³ñ³Ý³É@
@be broken@|@ç³ñ¹í»É@
@be carried@|@½µ³Õí»É@
@be condensed@|@Ëï³Ý³É@
@be confused@|@ßí³ñ»É@
@be content@|@µ³í³ñ³ñí»É@
@be covered@|@÷³Ã³Ãí»É@
@be cut@|@íÇñ³íáñ»É@
@be distinguished@|@ï³ñµ»ñí»É@
@be dried@|@ãáñ³Ý³É@
@be embraced@|@·ñÏ³Ë³éÝí»É@
@be engaged@|@½µ³Õí»É@
@be enough@|@µ³í³Ï³Ý ÉÇÝ»É@
@be executed@|@Ï³ï³ñí»É@
@be gone@|@Ïáñã»É@
@be guided@|@ÏáÕÙÝáñáßí»É@
@be held@|@ï»ÕÇ áõÝ»Ý³É@
@be ill@|@ó³í»É@
@be in the lead@|@·ÉË³íáñ»É@
@be knocked@|@µ³Ë»É, ½³ñÝ»É@
@be lost@|@Ïáñã»É@
@be lowered@|@ó³Íñ³Ý³É@
@be mistaken@|@ÙáÉáñí»É, ëË³Éí»É@
@be perplexed@|@½³ñÙ³Ý³É, ßí³ñ»É@
@be pleased@|@áõñ³Ë³Ý³É@
@be presented@|@Ó»õ³Ý³É@
@be registered@|@·ñ³Ýóí»É@
@be rolled@|@·Éáñí»É, ßñç»É@
@be separated@|@µ³Å³Ýí»É@
@be silent@|@Éé»É@
@be stipulated@|@ëË³Éí»É, íñÇå»É@
@be stretched@|@»ñÏ³ñ»É, ï»õ»É@
@be stuck@|@óóí»É@
@be submerged@|@ÁÝÏÕÙí»É, Ëáñï³Ïí»É, ëáõ½í»É@
@be sufficed@|@Ï³éã»É@
@be surprised@|@½³ñÙ³Ý³É@
@be trained@|@ëáíáñ»É@
@be treated@|@µáõÅí»É@
@be turned@|@ßñçí»É@
@be twisted@|@·³Ý·ñ³Ý³É, ÷³Ã³Ãí»É@
@be understood@|@Ëáëïáí³Ý»É@
@beach@|@ÉáÕ³÷, Íáí³÷, Íáí»½»ñù@
@beacon@|@÷³ñáë@
@beads@|@áõÉáõÝù, áõÉáõÝùÝ»ñ@
@beak@|@Ïïáõó@
@beam@|@×³×³Ýã, ×³é³·³ÛÃ, ßáÕ@
@bean@|@ÉáµÇ@
@bear@|@³éÝ»É, ³ñç, ½³íÃ»É, ËÉ»É, Ñ»ï µ»ñ»É, ï³Ý»É@
@bear-cub@|@³ñçáõÏ@
@beard@|@Ùáñáõù@
@beardless@|@·áß@
@bearing@|@Ï»óí³Íù@
@bear-like@|@³ñç»Ýáõ@
@beast@|@·³½³Ý@
@beat@|@·³Ù»É, Ë÷»É, Í»Í»É, ï³Ý»É@
@beat off@|@»ï ÙÕ»É@
@beating@|@·³Ý³Ñ³ñáõÃÛáõÝ, Í»Í@
@beautiful@|@·»Õ»óÇÏ@
@beauty@|@·»Õ»óÏáõÃÛáõÝ@
@beaver@|@ÏáõÕµ@
@because@|@³Ûë å³ï×³éáí, Ñ»ï»õ³Ýùáíñ, áñáíÑ»ï»õ, å³ï×³éáí@
@because of@|@»ï»õÇó@
@become@|@¹áõéÝ³É, å³ïß³×, ë³½»É, í³Û»É@
@become angry@|@µ³ñÏ³Ý³É@
@become puzzled@|@ßí³ñ»É, ß÷áÃí»É@
@become stout@|@·Çñ³Ý³É@
@bed@|@³ÝÏáÕÇÝ, ÃáõÛÉ, Ù³ÑÇ×, Ù³Ñ×³Ï³É, Ù³ÕÏ³ÃáõÙµ, ï»Õ³ßáñ@
@bedroom@|@ÝÝç³ë»ÝÛ³Ï@
@bee@|@Ù»ÕíÇ, Ù»Õáõ@
@beef@|@ï³í³ñÇ ÙÇë@
@beehive@|@÷»Ã³Ï@
@beekeeper@|@Ù»Õí³å³Ñ@
@beer@|@·³ñ»çáõñ@
@beet@|@µ³½áõÏ, ×³ÏÝ¹»Õ@
@before@|@³é³ç, ³é³çÝ»ñáõÙ, Ý³Ë, Ý³ËÏÇÝáõÙ@
@beforehand@|@Ï³ÝË³å»ë, Ý³Ë³å»ë, Ý³Ëûñáù, í³Õûñáù@
@begin@|@Ó»éù ½³ñÝ»É, Ó»éÝ³ÙáõË ÉÇÝ»É, ëÏë»É@
@begin live@|@µáõÅí»É@
@beginning@|@ëÏÇ½µ, ëÏëÝ³Ï@
@behave@|@í³ñÙáõÝù, í³ñù@
@behaviour@|@í³ñÙáõÝù, í³ñù@
@behind@|@»ï»õÁ, »ï»õÇó, »ï»õáõÙ@
@belief@|@Ñ³Ùá½áõÙ@
@believe@|@»ÝÃ³¹ñ»É, Ï³ñÍ»É, Ñ³í³ï³É@
@bell@|@½³Ý·³Ï@
@belly@|@÷áñ@
@below@|@³í»ÉÇ ó³Íñ@
@belt@|@·áïÇ, ëáõë»ñ³Ï³É, ÷áÏ@
@bench@|@³Ãáé, Ýëï³ñ³Ý@
@bend@|@Ã»ùáõÕÇ, Í³É»É@
@bends@|@µ»é, ÉáõÍ@
@benefit@|@ß³Ñ, û·áõï@
@bent@|@Íéí³Í, Íéí»É, Ïáñ, Ïáñ³óí³Í@
@bequeath@|@³í³Ý¹ ÃáÕÝ»É, Ïï³Ï»É, å³ï·³Ù»É@
@berry@|@Ñ³ï³åïáõÕ, åïáõÕ@
@berth@|@Ù³Ñ×³Ï³É@
@beside@|@ÏáÕùÇÝ, ÙáïÇí@
@besides@|@µ³óÇ, µ³óÇ ¹ñ³ÝÇó, ½³ï, ÁÝ¹ëÙÇÝ@
@best@|@³Ù»Ý³ É³í@
@bet@|@·ñ³½@
@betray@|@¹³í³×³Ý»É@
@better@|@³í»ÉÇ É³í@
@between@|@³ñ³ÝùáõÙ@
@between-theme@|@³ÛÝÇÝã@
@bewilderment@|@Ë³éÝ³ß÷áÃáõÃÛáõÝ, ï³ñ³Ïáõë, ï³ñ³Ïáõë³Ýù@
@beyond@|@¹áõñë, Ñ»éáõ, Ñ»éíáõÙ@
@biased@|@³ã³éáõ, ÏáÕÙÝ³Ï³É, ÏáÕÙÝ³å³Ñ@
@bible@|@³ëïí³Í³ßáõÝã@
@bicycle@|@Ñ»Í³ÝÇí@
@bicycle racing@|@Ñ»Í³Ýí³í³½ù@
@biess@|@ûñÑÝ³Ýù@
@biessing@|@ûñÑÝáõÃÛáõÝ@
@big@|@Ù»Í@
@bilberry@|@Ñ³å³É³ë@
@bile@|@Ù³ÕÓ@
@bill@|@Ñ³ßÇí, ûñÇÝ³·ÇÍ@
@bind@|@Ï³½Ù»É@
@binding@|@Ï³½Ù@
@bindweed@|@å³ï³ïáõÏ@
@binoculars@|@Ñ»é³·Çï³Ï@
@biographic@|@Ï»Ýë³·ñ³Ï³Ý@
@biographical@|@³ÝÏ»ï³ÛÇÝ@
@biography@|@Ï»Ýë³·ñáõÃÛáõÝ@
@biologist@|@Ï»Ýë³µ³Ý@
@biology@|@Ï»Ýë³µ³ÝáõÃÛáõÝ@
@birch@|@Ï»ãÇ@
@bird@|@ÃéãáõÝ, ÍÇï@
@birth@|@ÍÝáõÝ¹@
@biscuit@|@ÃËí³Íù³µÉÇÃ@
@bishop@|@»åÇëÏáåáë@
@bite@|@Ë³ÛÃ»É, ÏÍ»É@
@bite off@|@ÏÍ»É@
@bitter@|@¹áõéÝ@
@bitterness@|@¹áõéÝáõÃÛáõÝ@
@black@|@ë»õ@
@black alder@|@µ»Ïï»ÝÇ@
@black and white@|@ë»õ-ëåÇï³Ï@
@black-man@|@ë»õ³ÙáñÃ@
@blackout@|@Éáõë³ÝÏ³ñã³Ï³Ý Ù»ù»Ý³@
@blade@|@ß»Õµ, ë³Ûñ@
@blank@|@µ³ó ³½³ï ï»Õ, Ã»ñáõÃÛáõÝ, å³Ï³ëáõÃÛáõÝ@
@blanket@|@Í³ÍÏáó, í»ñÙ³Ï@
@blasting@|@å³ÛÃ»óáõÙ@
@bleeding@|@³ñÛáõÝ³ÑáëáõÃÛáõÝ@
@blend@|@Ë³éÝ»É, Ë³éÝáõñ¹@
@blessed@|@»ñ³ÝÇ@
@blew@|@÷áÕ³µ»ñ³Ý@
@blind@|@ÏáõÛñ@
@blister@|@÷áõãÇÏ@
@blizzard@|@µáñ³Ý, µáõù, ÓÛáõÝ³ÑáÕÙ@
@block@|@µÉáÏ, ßñç³÷³Ï»É, ó³ÝÏ³å³ï»É, ÷³Ï»É@
@block of ice@|@ë³éó³µ»Ïáñ, ë³éó³Ïïáñ@
@blockade@|@ßñç³÷³ÏáõÙ@
@blond@|@ß»Ï, ßÇÏ³Ñ»ñ@
@blood@|@³ñÛ³Ý@
@bloodstained@|@³ñÛáõÝ³ß³Õ³Ë@
@bloody@|@³ñÛáõÝ³ÉÇ@
@bloom@|@µ³ñ·³í³×áõÙ, Í³ÕÏáõÙ@
@blossom@|@µ³óí»É, ·áõÛÝ@
@blossoming@|@Í³ÕÏáõÙ@
@blot@|@µÇÍ, åáõï@
@blouse@|@í»ñÝ³ß³åÇÏ@
@blow up@|@å³ÛÃ»É@
@blue@|@»ñÏÝ³·áõÛÝ@
@bluebell@|@½³Ý·³Ï³Í³ÕÇÏ@
@blueprint@|@É»Õ³Ï@
@blunt@|@µÃ³ÙÇï, µáõÃ@
@boar@|@³ñáõ Ëá½, í³ñ³½@
@board@|@·ñ³ï³Ëï³Ï, ï³Ëï³Ï@
@boarding school@|@·Çß»ñûÃÇÏ@
@boastful@|@å³ñÍ»ÝÏáï@
@boat@|@Ù³ÏáõÛÏ, Ùáïáñ³Ý³í³Ï, Ý³í, Ý³í³Ï@
@body@|@Ù³ñÙÇÝ@
@bog@|@×³ÑÇ×@
@boil@|@»é³É, »é³óÝ»É, »é³óñ³Í, »÷í³Í@
@boiled water@|@»é³óñ³Í çáõñ, »÷³Í çáõñ@
@boiler@|@Ï³Ãë³, Ï³Ãë³Û³ïáõÝ@
@bold@|@³Ýå³ïÏ³é, ËÇ½³Ë, Ñ³Ý¹áõ·Ý@
@boldness@|@Ñ³Ù³ñÓ³ÏáõÃÛáõÝ@
@bolt@|@Ñ»ÕáõÛë@
@bomb@|@éáõÙµ@
@bombardier@|@éÙµ³ñÏáõ@
@bone@|@áëÏáñ@
@bonfire@|@Ë³ñáõÛÏ@
@bonus@|@å³ñ·»õ³ïñÙ³Ý@
@book@|@·Çñù@
@bookkeeper@|@Ñ³ßí³å³Ñ@
@book-shelves@|@·ñ³¹³ñ³Ï@
@boot@|@»ñÏ³ñ³×Çï ÏáßÇÏ@
@booth@|@Ïñå³Ï@
@boots@|@ÏáßÇÏÝ»ñ@
@border@|@µáÉáñ³·ÇÍ, Ù³ÛÃ»½ñ, ë³ÑÙ³Ý, ë³ÑÙ³Ý³ÛÇÝ@
@bore@|@Ó³ÝÓñáõÛÃ, ï³ÕïÏáõÃÛáõÝ@
@boredom@|@Ó³ÝÓñáõÛÃ, ï³ÕïÏáõÃÛáõÝ@
@boring@|@Ó³ÝÓñ³ÉÇ, ï³ÕïÏ³ÉÇ@
@boringly@|@Ó³ÝÓñ³ÉÇ@
@bosom@|@ÁÝ¹»ñù, Ëáñù»ñ, ÏáõñÍù@
@boss@|@ï»ñ@
@botany@|@µáõë³µ³ÝáõÃÛáõÝ@
@both@|@»ñÏáõëÝ ¿É@
@bottom@|@Ñ³ï³Ï, ÑáõÝ, ÑÝ»ñù»õÇ Ù³ë, Ý»ñù»õ, ï³ÏÇ, ó³Í, ó³ÍñÇ@
@bough@|@³÷-ÍáíÇ, áëïáï@
@boundary@|@µÝ³·ÇÍ, ë³ÑÙ³Ý, ë³ÑÙ³Ý³·ÇÍ@
@bouquet@|@Í³ÕÏ»÷áõÝç, ÷áõÝç@
@bow@|@³Õ»Õ, µ³ñ»õ»É, ·ÉáõË ï³É, Å³å³í»Ý³Ï³Ý, ËáÝ³ñÑí»É, Ý»ï ³Õ»Õ, í³ñ¹³Ï³Ý@
@bowels@|@³ÕÇùÝ»ñ, ÷áñáïÇù@
@bowl@|@³Ù³Ý@
@box@|@³ñÏÕ, ³ñÏÕÇÏ, ·½ñáó, ¹³ñ³Ï, Ïñå³Ï, å³Ñ³Ï³ïÝ³Ï, ïÝ³Ï, ïáõ÷, ûÃÛ³Ï@
@boxing@|@µéÝóù³Ù³ñï@
@boy@|@ïÕ³@
@boycott@|@µáÛÏáï»É@
@bra@|@ÏñÍÏ³É, ÏñÍù³Ï³É@
@bracelet@|@³å³ñ³Ýç³Ý@
@braces@|@ï³÷³ï³Ï³É@
@bracket@|@÷³Ï³·ÇÍ@
@braid@|@·áñÍ»É, áÉáñ»É@
@brain@|@ÍáõÍ, áõÕ»Õ@
@brake@|@³ñ·»É³Ï, ³ñ·»Éù@
@branch@|@µ³Å³ÝáõÙ, µÝ³·³í³é, ×ÛáõÕ, ×ÛáõÕ³ÛÇÝ, Ù³ëÝ³×ÛáõÕ, áëï@
@brand@|@Ë³ñ³Ý, Ýß³Ý@
@brass band@|@÷áÕ³ÛÇÝ Ýí³·³ËáõÙµ@
@brave@|@ËÇ½³Ë, ù³ç@
@bravo@|@Ï»óó»@
@brazil@|@µñ³½ÇÉÇ³@
@bread@|@Ñ³ó@
@breadth@|@É³ÛÝáõÃÛáõÝ@
@break@|@ÁÝ¹Ñ³ï»É, ÁÝ¹ÙÇçáõÙ, ÁÝÏÝ»É, Ë³Ëï»É, Ë³÷³Ý»É, Ë½»É, Ïáïáñ»É, Ïáïñ³ïí»É, Ïáïñ»É, Ïïñ»É, Ïïñí»É, ç³Ëç³Ë»É, ç³ñ¹»É@
@break off@|@Ë½»É@
@break open@|@ç³ñ¹»É@
@breakage@|@½³éÇÃ³÷, Ïïñí³Íù, Ïïñí»É, ç³ñ¹áÝ@
@breakfast@|@Ý³Ë³×³ß@
@breast@|@É³Ýç, ÏáõñÍù@
@breath@|@Ý»ñßÝãáõÙ, ßÝã³éáõÃÛáõÝ, ßáõÝã@
@breathe@|@ëïáñ³·ñ»É@
@breed@|@Ñ³Ýù³ï»ë³Ï, Ó»õ, Ó»õí³Íù, ï³ñ³½, ï»ë³Ï, ó»Õ@
@breeze@|@ù³ÙÇ@
@bribe@|@Ï³ß³éù@
@briber@|@Ï³ß³é³Ï»ñ@
@brick@|@³ÕÛáõë@
@bride@|@Ñ³ñë, Ñ³ñëÝ³óáõ@
@bridge@|@Ï³Ùáõñç@
@bridle@|@ë³ÝÓ@
@brief@|@Ï³ñ×, Ï³ñ×³ï»õ@
@bright@|@å³ÛÍ³é@
@brilliant@|@³¹³Ù³Ý¹@
@brine@|@³Õ³çáõñ@
@bring@|@Ùáï µ»ñ»É, ÙáõÍ»É, ï³Ý»É@
@bring down@|@ß»Õ»É@
@bring up@|@¹³ëïÇ³ñ³Ï»É@
@brisk@|@³ßËáõÛÅ, ³ãù³µ³ó, Ï»Ý¹³ÝÇ@
@broad@|@ÁÝ¹³ñÓ³Ï, É³ÛÝ@
@broadcast@|@é³¹ÇáÑ³Õáñ¹áõÙ@
@broadcasting@|@é³¹ÇáÑ³Õáñ¹áõÙ@
@bronze@|@µñáÝ½@
@brooch@|@½³ñ¹³ë»Õ@
@brood hen@|@ÃËëÏ³Ý@
@brook@|@³éáõ, íï³Ï@
@broom@|@³í»É, ó³Ë³í»É@
@broth@|@³ñ·³Ý³Ï, Ë³ßáõ@
@brother@|@»Õµ³Ûñ@
@brother-in-law@|@³Ý»ñÓ³·, ï³·ñ, ù»Ý»Ï³É@
@brow@|@ÑáÝù, ×³Ï³ï@
@brown@|@¹³ñãÝ³·áõÛÝ, ß³·³Ý³Ï³·áõÛÝ@
@brown mushroom@|@³·³ñÇÏáÝ@
@bruise@|@Ï³åïáõÏ, íÝ³ëí³Íù, íÝ³ëáõÙ@
@brunette@|@ÃË³Ñ»ñ@
@brush@|@¹³ëï³Ï, Ëá½³Ý³Ï, íñÓÇÝ@
@brushwood@|@ç³Ë@
@brutal@|@³ÝÙ³ñ¹Ï³ÛÇÝ@
@bubble@|@÷áõãÇÏ@
@bucket@|@¹áõÛÉ@
@buckle@|@×³ñÙ³Ý¹, ã³÷é³ëï@
@buckwheat@|@ÑÝ¹Ï³óáñ»Ý@
@bud@|@µáÕµáç, ÏáÏáÝ@
@budget@|@µÛáõç»@
@buffalo@|@·áÙ»ß@
@buffet@|@µáõý»ï, å³Ñ³ñ³Ý@
@bug@|@µ½»½, ÷³ÛïáçÇÉ@
@build@|@Ï³éáõó»É, Ï³ñ·, Ñ³ë³ñ³Ï³ñ·, ßÇÝ»É, ë³ñù»É@
@builder@|@Ï³éáõóáÕ, ßÇÝ³ñ³ñ@
@building@|@ß»Ùù, ßÇÝáõÃÛáõÝ@
@bulb@|@ëáË³Ï@
@bulky@|@Ù»Í³Í³í³É@
@bull@|@»½, óáõÉ@
@bullet@|@·Ý¹³Ï@
@bulletin@|@Ñ³Õáñ¹³Ã»ñÃ, ï»Õ»Ï³Ã»ñÃ@
@bump@|@µ³ËáõÙ, »ÉáõÝ¹, ÁÝ¹Ñ³ñáõÙ, Ñ³ñí³Í, áõéáõóÇÏ ï»Õ@
@bunch@|@áÕÏáõÛ½@
@bundle@|@Íñ³ñ, Ï³åáó, ÷³Ã»Ã@
@burden@|@µ»é, ß³É³Ï@
@bureau@|@µÛáõñá@
@burglar@|@³í³½³Ï, ÏáÕ³åïÇã@
@burn@|@³Ûñí³Íù, í³é»É, í³éí»É@
@burning@|@³Ûñá½, ÏÇ½Çã, Ññ³ï³å@
@burst@|@å³ÛÃ»É@
@bus@|@³íïáµáõë@
@bush@|@ÃáõÃ@
@business@|@³ßË³ï³Ýù³ÛÇÝ, ³ßÑ³ï³Ýù, ·áñÍ, ·áñÍÝ³Ï³Ý, å³ßïáÝ³Ï³Ý@
@business man@|@·áñÍ³ñ³ñ@
@business trip@|@·áñÍáõÕáõÙ@
@bust@|@ÏÇë³Ý¹ñÇ, ÏáõñÍù@
@busy@|@½µ³Õí³Í@
@but@|@µ³Ûó, ¹ñ³ ÷áË³ñ»Ý, ë³Ï³ÛÝ@
@butter@|@Ï³ñ³·@
@butterfly@|@ÃÇÃ»éÝ³Ï@
@button@|@Ïá×³Ï, Ïá×·³Ý, ë»õ»é³Ï@
@buy@|@·Ý»É, ·ÝáõÙ Ï³ï³ñ»É@
@buyer@|@·Ýáñ¹@
@buzz@|@µ½½³É@
@by@|@ÏáÕùÇÝ, Ùáï@
@by all means@|@³Ýå³ÛÙ³Ý@
@by bottom@|@Ý»ñù»õÇó, ó³ÍÇó@
@by heart@|@³Ý·Çñ ³Ý»É, µ»ñ³Ý³óÇ, ë»ñï»É@
@by instant@|@ÇëÏáõÛÝ, í³ÛñÏ»Ý³å»ë@
@by itself@|@ÇÝùÝÇÝ@
@by miracle@|@Ññ³ßùáí@
@by no means@|@³Ù»Ý»õÇÝ, µÝ³í, µáÉáñáíÇÝ@
@by storm@|@·ñáÑáí@
@by swimming away@|@ÉáÕ³Ñ»ñÃ, ÉáÕ³ÙñóáõÙ@
@by the way@|@Ñ³ñÙ³ñ å³ï»Ñ ç³Ù³Ý³Ï, ï»ÕÇÝ@
@by travel@|@³ÝóÝ»ÉÇë, ×³Ý³å³ñÑáñ¹»ÉÇë@
@by whisper@|@ßßáõÏáí@
@bypass@|@ßñç³Ýó»É@
@cabal@|@¹³í, ¹³í³¹ñáõÃÛáõÝ@
@cabbage@|@Ï³Õ³Ùµ@
@cabbage soup@|@µ³Ýç³ñ³åáõñ@
@cabin@|@ËóÇÏ, Ý³í³ë»ÝÛ³Ï, Ý³í³ËóÇÏ@
@cable@|@Ï³µ»É, Ï³µ»É³ÛÇÝ, Ï³é³Ý, ×áå³Ý@
@cafe@|@ëñ×³ñ³Ý@
@cage@|@í³Ý¹³Ï@
@cake@|@Ññáõß³Ï@
@calendar@|@ûñ³óáõÛó@
@calf@|@ÑáñÃ, ÑáñÃáõÏ@
@calibre@|@ïñ³Ù³ã³÷@
@calico@|@ãÇÃ@
@calipers@|@ïñ³Ù³ã³÷@
@call@|@Ï³Ýã, Ï³Ýã»É, Ïáã@
@calling@|@ÏáãáõÙ, Ñ³ÏáõÙ@
@callous@|@ÏáßïáõÏ@
@calm@|@Ñ³Ý·áõóÛ³É@
@calm down@|@Éé»É@
@calmness@|@Ñ³Ý·ëïáõÃÛáõÝ@
@camera@|@Éáõë³íáñáõÃÛ³Ý@
@camp@|@×³Ùµ³ñ@
@campaign@|@³ñß³í@
@can@|@Ï³ñáÕ³Ý³É@
@can be@|@·áõó»@
@Canadian@|@Ï³Ý³¹³Ï³Ý@
@canary@|@¹»ÕÓ³ÝÇÏ@
@cancel@|@³Ýí³í»ñ Ñ³Ù³ñ»É, Ïñ×³ï»É §Ù³Ã.¦, Ù³ñ»É §÷áëï³ÝÇß¦, áãÝã³óÝ»É, ã»ÕÛ³É h³Ûï³ñ³ñ»É, ã»ÕÛ³É Ñ³Ù³ñ»É, ãÏ³Û³óÝ»É, çÝç»É, í»ñ³óÝ»É, óáõó³ÏÇó Ñ³Ý»É@
@cancellation@|@ã»ÕÛ³É h³Ûï³ñ³ñ»ÉÁ, í»ñ³óáõÙ@
@cancer@|@ù³ÕóÏ»Õ@
@candidate@|@Ã»ÏÝ³Íáõ@
@cane@|@»Õ»·, Ó»éÝ³÷³Ûï@
@canned food@|@å³Ñ³ÍáÝ»ñ@
@canopy@|@Í³ÍÏ@
@canvas@|@Ïï³í, ù³Ã³Ý@
@cap@|@·ÉË³ñÏ@
@capability@|@ÁÝ¹áõÝ³ÏáõÃÛáõÝ@
@capable@|@ÁÝ¹áõÝ³Ï, Ï³ñáÕ, áõÝ³Ï@
@capacity@|@Ï³ñáÕáõÃÛáõÝ, Ñ½áñáõÃÛáõÝ@
@cape@|@Ññí³Ý¹³Ý@
@capital@|@³ñÙ³ï³Ï³Ý, ÑÇÙÝ³Ï³Ý, Ù³Ûñ³ù³Õ³ù@
@capital investment@|@Ï³åÇï³É Ý»ñ¹ÁñáõÙ@
@capitalist@|@Ï³åÇï³ÉÇëï³Ï³Ý@
@caprice@|@ùÙ³Ñ³×áõÛù@
@captain@|@Ï³åÇï³Ý, Ý³í³å»ï@
@captive@|@·»ñÇ ÁÝÏ³Í, ·»ñí³Í, Ï³É³Ý³íáñ@
@captivity@|@·»ñáõÃÛáõÝ, ëïñÏáõÃÛáõÝ@
@capture@|@·ñ³íáõÙ, ½³íÃáõÙ, ÁÝ¹·ñÏ»É@
@car@|@³íïáÙ»ù»Ù³@
@car factory@|@³íïá·áñÍ³ñ³Ý@
@caraway seeds@|@ã³Ù³Ý, ù»ÙáÝ@
@carbon@|@³ÍË³ÍÇÝ@
@carbon-paper@|@å³ï×»Ý³Ñ³Ý@
@card@|@µ³óÇÏ, ù³ñï@
@card file@|@ù³ñï³¹³ñ³Ý, ù³ñï³ñ³Ý@
@cardboard@|@ëïí³ñ³ÃáõÕÃ@
@cardiogram@|@ëñï³µ³ó@
@card-player@|@ÃÕÃ³ÙáÉ@
@care@|@Ñá·³ÍáõÃÛáõÝ@
@carefree@|@³ÝÑá·@
@careful@|@½·áõÛß, ½·áõß³íáñ, ËÝ³Ùùáí, Ñá·³ï³ñ, Ù³Ýñ³Ù³ëÝ@
@carefully@|@áõßÇáõßáí@
@careless@|@³Ý½·áõÛß, ³ÝÑá·, ³ÝÙ³ùñ³ë»ñ, ³Ýáõß³¹Çñ, ³Ý÷áõÛÃ, ³Ý÷áõÛÃ, Ã³÷Ã÷í³Í, ÷ÝÃÇ@
@caress@|@÷³Õ³ùß³Ýù@
@caretaker@|@¹éÝ³å³Ý, Ñ³í³ù³ñ³ñ@
@cargo@|@µ»é, Í³ÝñáõÃÛáõÝ@
@caricature@|@Í³Õñ³ÝÏ³ñ@
@caricaturist@|@Í³Õñ³ÝÏ³ñÇã@
@carnage@|@Ïáïáñ³Í, ç³ñ¹@
@carnation@|@Ù»Ë³Ï@
@carnival@|@å³ñ³Ñ³Ý¹»ë@
@carp@|@·»ï³Í³Í³Ý, Í³Í³Ý@
@carpenter@|@³ï³ÕÓ³·áñÍ, ÑÛáõëÝ@
@carpet@|@·áñ·@
@carriage@|@ë³ÛÉ³Ï@
@carrot@|@·³½³ñ@
@carry@|@µ»ñ»É, ¹Ý»É, Ïñ»É, Ñ³·Ý»É, í»ñ³µ»ñí»É, ï³Ý»É, ïáÕ³¹³ñÓ, ÷áË³¹ñ»É@
@carry away@|@³éÝ»É, ½³íÃ»É, ËÉ»É, í»ñóí»É, ï³Ý»É@
@carry out@|@Ï³ï³ñ»É@
@cart@|@µ»éÝ³ë³ÛÉ, ë³ÛÉ@
@cartoon@|@Í³Õñ³ÝÏ³ñ, ÙáõÉïÇåÉÇÏ³óÇáÝ, áõñí³·ÇÍ@
@cartoonist@|@Í³Õñ³ÝÏ³ñÇã@
@cartridge@|@ÏáÃ³é@
@case@|@³ñÏÕ, ¹»åù, ¹ñáõÃÛáõÝ, å³Ñ³ñ³Ý, å³ïÛ³Ý, ïáõ÷@
@cash@|@Ï³ÝËÇÏ ¹ñ³Ù@
@cash department@|@·³ÝÓ³ñÏÕ, ¹ñ³Ù³ñÏÕ@
@cashier@|@·³ÝÓ³å³Ñ@
@casing@|@å³ïÛ³Ý@
@casket@|@½³ñ¹³ïáõ÷, ïáõ÷@
@cassation@|@µ»Ï³ÝáõÙ@
@castle@|@¹ÕÛ³Ï@
@castor-oil@|@·»ñã³ÏÇ Ó»Ã@
@casual@|@¹Çåí³Í³ÛÇÝ, å³ï³Ñ³Ï³Ý@
@casually@|@å³ï³Ñ³µ³ñ@
@cat@|@Ï³ïáõ@
@catafalque@|@¹Ç³Ï³éù@
@catalogue@|@·ñ³óáõó³Ï@
@catastrophe@|@³Õ»ï@
@catch@|@µéÝ»É@
@catch a cold@|@Ùñë»É@
@category@|@Ï³ñ·@
@caterer@|@µ»Ù³¹ñáÕ@
@caterpillar@|@ÃñÃáõñ@
@catfish@|@Éáùá@
@cathedral@|@ï³×³ñ@
@cattle@|@³Ý³ëáõÝ@
@cattle breeding@|@³Ý³ëÝ³å³ÑáõÃÛáõÝ@
@catty-corner@|@ß»Õ, ß»Õ³ÏÇ@
@Caucasian@|@ÏáíÏ³ëÛ³Ý, ÏáíÏ³ëóÇ@
@cauliflower@|@Í³ÕÏ³Ï³Õ³Ùµ@
@cause@|@å³ï×³é@
@caution@|@½·áõÛß@
@cavalry@|@Ñ»Í»É³½áñ@
@cave@|@ù³ñ³ÝÓ³í, ù³ñ³í³Ý@
@cease@|@í»ñç ïáõñ@
@ceiling@|@³é³ëï³Õ@
@celebrate@|@ïáÝ»É, ïáÝÁ Ï³ï³ñ»É@
@celebration@|@Ñ³ÕÃ³Ý³Ï, Ñ³Ý¹»ë, Ñ³Ý¹ÇëáõÃÛáõÝ, ïáÝ, ïáÝ³Ï³ï³ñáõÃÛáõÝ@
@celebratory@|@ïáÝ³Ï³Ý@
@cell@|@µçÇç@
@cellar@|@Ù³é³Ý, Ý»ñùÝ³Ñ³ñÏ, ÝÏáõÕ@
@cellist@|@Ã³íçáõÃ³Ï³Ñ³ñ@
@cello@|@Ã³íçáõÃ³Ï@
@cement@|@ó»Ù»Ýï»É@
@cemetery@|@·»ñ»½Ù³Ýáó@
@censure@|@Ïßï³Ùµ³Ýù, Ñ³Ý¹ÇÙ³ÝáõÃÛáõÝ, å³ñë³í³Ýù@
@central@|@Ï»ÝïñáÝ³Ï³Ý@
@centre@|@Ï»ÝïñáÝ@
@century@|@¹³ñ, Ñ³ñÛáõñ³ÙÛ³Ï@
